"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","16550","","","","0"
"2020/2021","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","17471","","","","0"
"2021/2022","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","18070","","","","0"
"2022/2023","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","18142","","","","0"
"2023/2024","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","18614","","","","0"
"2024/2025","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","19440","","","","0"
"2006/2007","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","12217","","","","0"
"2007/2008","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","13330","","","","0"
"2008/2009","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","13241","","","","0"
"2009/2010","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","15798","","","","0"
"2010/2011","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","16412","","","","0"
"2011/2012","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","16048","","","","0"
"2012/2013","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","16316","","","","0"
"2013/2014","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","16583","","","","0"
"2014/2015","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","17021","","","","0"
"2015/2016","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","18981","","","","0"
"2016/2017","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","19196","","","","0"
"2017/2018","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","19690","","","","0"
"2018/2019","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","20796","","","","0"
"2019/2020","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","21589","","","","0"
"2020/2021","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","22287","","","","0"
"2021/2022","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","22762","","","","0"
"2022/2023","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","23245","","","","0"
"2023/2024","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","23923","","","","0"
"2024/2025","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","25299","","","","0"
"2006/2007","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","10413","","","","0"
"2007/2008","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","10447","","","","0"
"2008/2009","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","10463","","","","0"
"2009/2010","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","12750","","","","0"
"2010/2011","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","13391","","","","0"
"2011/2012","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","13247","","","","0"
"2012/2013","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","13618","","","","0"
"2013/2014","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","13832","","","","0"
"2014/2015","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","14169","","","","0"
"2015/2016","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","15761","","","","0"
"2016/2017","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","15952","","","","0"
"2017/2018","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","16163","","","","0"
"2018/2019","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","17229","","","","0"
"2019/2020","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","17874","","","","0"
"2020/2021","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","18550","","","","0"
"2021/2022","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","19235","","","","0"
"2022/2023","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","19966","","","","0"
"2023/2024","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","20513","","","","0"
"2024/2025","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","21692","","","","0"
"2006/2007","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","9915","","","","0"
"2007/2008","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","9932","","","","0"
"2008/2009","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","9974","","","","0"
"2009/2010","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","12173","","","","0"
"2010/2011","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","12735","","","","0"
"2011/2012","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","12834","","","","0"
"2012/2013","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","13165","","","","0"
"2013/2014","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","13364","","","","0"
"2014/2015","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","13765","","","","0"
"2015/2016","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","14967","","","","0"
"2016/2017","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","15091","","","","0"
"2017/2018","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","15205","","","","0"
"2018/2019","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","16117","","","","0"
"2019/2020","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","16912","","","","0"
"2020/2021","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","17634","","","","0"
"2021/2022","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","18304","","","","0"
"2022/2023","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","19060","","","","0"
"2023/2024","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","19538","","","","0"
"2024/2025","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","20615","","","","0"
"2018/2019","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2019/2020","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2020/2021","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2021/2022","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2022/2023","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2023/2024","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2024/2025","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2018/2019","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2019/2020","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2020/2021","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2021/2022","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2022/2023","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2023/2024","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2024/2025","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2007/2008","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","9660","","","","0"
"2008/2009","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","10436","","","","0"
"2009/2010","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","12495","","","","0"
"2010/2011","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","13146","","","","0"
"2011/2012","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","13426","","","","0"
"2012/2013","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","13898","","","","0"
"2013/2014","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","14218","","","","0"
"2014/2015","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","13710","","","","0"
"2015/2016","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","14994","","","","0"
"2016/2017","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","14512","","","","0"
"2017/2018","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","14471","","","","0"
"2018/2019","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","15574","","","","0"
"2019/2020","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","16886","","","","0"
"2020/2021","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","17350","","","","0"
"2021/2022","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","17734","","","","0"
"2022/2023","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","18154","","","","0"
"2023/2024","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","18507","","","","0"
"2024/2025","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","19389","","","","0"
"2018/2019","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2019/2020","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2020/2021","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2021/2022","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2022/2023","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2023/2024","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2024/2025","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2018/2019","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2019/2020","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2020/2021","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2021/2022","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2022/2023","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2023/2024","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2024/2025","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2022/2023","Manitoba","2016A000246","Optometry","Current dollars","75","units","0","v1566833864","8.20","","..","","","0"
"2023/2024","Manitoba","2016A000246","Optometry","Current dollars","75","units","0","v1566833864","8.20","","..","","","0"
"2024/2025","Manitoba","2016A000246","Optometry","Current dollars","75","units","0","v1566833864","8.20","","..","","","0"
"2006/2007","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","5870","","","","0"
"2007/2008","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","10399","","","","0"
"2008/2009","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","9882","","","","0"
"2009/2010","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","11423","","","","0"
"2010/2011","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","12662","","","","0"
"2011/2012","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","12806","","","","0"
"2012/2013","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","12471","","","","0"
"2013/2014","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","12828","","","","0"
"2014/2015","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","10970","","","","0"
"2015/2016","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","14700","","","","0"
"2016/2017","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","14445","","","","0"
"2017/2018","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","14820","","","","0"
"2018/2019","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","13397","","","","0"
"2019/2020","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","15096","","","","0"
"2020/2021","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","16492","","","","0"
"2021/2022","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","17045","","","","0"
"2022/2023","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","17934","","","","0"
"2023/2024","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","18480","","","","0"
"2024/2025","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","19317","","","","0"
"2016/2017","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","13510","","","","0"
"2017/2018","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","12705","","","","0"
"2018/2019","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","12729","","","","0"
"2019/2020","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","13634","","","","0"
"2020/2021","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","14517","","","","0"
"2021/2022","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","15222","","","","0"
"2022/2023","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","17299","","","","0"
"2023/2024","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","17810","","","","0"
"2024/2025","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","18299","","","","0"
"2006/2007","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","10374","","","","0"
"2007/2008","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","10204","","","","0"
"2008/2009","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","10465","","","","0"
"2009/2010","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","12618","","","","0"
"2010/2011","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","13815","","","","0"
"2011/2012","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","14755","","","","0"
"2012/2013","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","16081","","","","0"
"2013/2014","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","16659","","","","0"
"2014/2015","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","17371","","","","0"
"2015/2016","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","18096","","","","0"
"2016/2017","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","18671","","","","0"
"2017/2018","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","19176","","","","0"
"2018/2019","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","20167","","","","0"
"2019/2020","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","20607","","","","0"
"2020/2021","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","20545","","","","0"
"2021/2022","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","22008","","","","0"
"2022/2023","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","24887","","","","0"
"2023/2024","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","28090","","","","0"
"2024/2025","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","31540","","","","0"
"2006/2007","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","11183","","","","0"
"2007/2008","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","8489","","","","0"
"2008/2009","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","9024","","","","0"
"2009/2010","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","12008","","","","0"
"2010/2011","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","13175","","","","0"
"2011/2012","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","14032","","","","0"
"2012/2013","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","15631","","","","0"
"2013/2014","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","16849","","","","0"
"2014/2015","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","17775","","","","0"
"2015/2016","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","18082","","","","0"
"2016/2017","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","18624","","","","0"
"2017/2018","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","18932","","","","0"
"2018/2019","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","19588","","","","0"
"2019/2020","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","19657","","","","0"
"2020/2021","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","19575","","","","0"
"2021/2022","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","21448","","","","0"
"2022/2023","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","23531","","","","0"
"2023/2024","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","26043","","","","0"
"2024/2025","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","28785","","","","0"
"2006/2007","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","8489","","","","0"
"2007/2008","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","8489","","","","0"
"2008/2009","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","9258","","","","0"
"2009/2010","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","11809","","","","0"
"2010/2011","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","13284","","","","0"
"2011/2012","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","14601","","","","0"
"2012/2013","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","15572","","","","0"
"2013/2014","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","16557","","","","0"
"2014/2015","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","17336","","","","0"
"2015/2016","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","18220","","","","0"
"2016/2017","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","18814","","","","0"
"2017/2018","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","19205","","","","0"
"2018/2019","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","20077","","","","0"
"2019/2020","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","20425","","","","0"
"2020/2021","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","20460","","","","0"
"2021/2022","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","21610","","","","0"
"2022/2023","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","23821","","","","0"
"2023/2024","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","26503","","","","0"
"2024/2025","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","29322","","","","0"
"2006/2007","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","9326","","","","0"
"2007/2008","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","8957","","","","0"
"2008/2009","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","9297","","","","0"
"2009/2010","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","11823","","","","0"
"2010/2011","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","12469","","","","0"
"2011/2012","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","12996","","","","0"
"2012/2013","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","14694","","","","0"
"2013/2014","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","15746","","","","0"
"2014/2015","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","15961","","","","0"
"2015/2016","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","16715","","","","0"
"2016/2017","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","16725","","","","0"
"2017/2018","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","17187","","","","0"
"2018/2019","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","18195","","","","0"
"2019/2020","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","18424","","","","0"
"2020/2021","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","18975","","","","0"
"2021/2022","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","20520","","","","0"
"2022/2023","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","24092","","","","0"
"2023/2024","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","27489","","","","0"
"2024/2025","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","31593","","","","0"
"2006/2007","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","10074","","","","0"
"2007/2008","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","10647","","","","0"
"2008/2009","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","10542","","","","0"
"2009/2010","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","11816","","","","0"
"2010/2011","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","12888","","","","0"
"2011/2012","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","13699","","","","0"
"2012/2013","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","13568","","","","0"
"2013/2014","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","14389","","","","0"
"2014/2015","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","16171","","","","0"
"2015/2016","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","16777","","","","0"
"2016/2017","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","17380","","","","0"
"2017/2018","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","17828","","","","0"
"2018/2019","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","18783","","","","0"
"2019/2020","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","19264","","","","0"
"2020/2021","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","19256","","","","0"
"2021/2022","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","20736","","","","0"
"2022/2023","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","22750","","","","0"
"2023/2024","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","25659","","","","0"
"2024/2025","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","28572","","","","0"
