"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","15784","","","","0"
"2017/2018","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","16217","","","","0"
"2018/2019","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","16881","","","","0"
"2019/2020","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","17964","","","","0"
"2020/2021","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","19693","","","","0"
"2021/2022","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","20841","","","","0"
"2022/2023","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","21877","","","","0"
"2023/2024","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","24182","","","","0"
"2024/2025","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","25937","","","","0"
"2006/2007","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","12301","","","","0"
"2007/2008","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","12993","","","","0"
"2008/2009","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","13300","","","","0"
"2009/2010","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","14426","","","","0"
"2010/2011","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","15384","","","","0"
"2011/2012","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","15483","","","","0"
"2012/2013","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","15512","","","","0"
"2013/2014","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","15847","","","","0"
"2014/2015","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","16362","","","","0"
"2015/2016","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","17059","","","","0"
"2016/2017","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","17037","","","","0"
"2017/2018","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","17690","","","","0"
"2018/2019","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","18185","","","","0"
"2019/2020","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","19357","","","","0"
"2020/2021","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","21250","","","","0"
"2021/2022","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","22207","","","","0"
"2022/2023","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","22855","","","","0"
"2023/2024","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","25557","","","","0"
"2024/2025","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","27261","","","","0"
"2006/2007","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","12002","","","","0"
"2007/2008","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","12070","","","","0"
"2008/2009","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","12695","","","","0"
"2009/2010","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","13693","","","","0"
"2010/2011","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","14462","","","","0"
"2011/2012","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","14562","","","","0"
"2012/2013","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","14562","","","","0"
"2013/2014","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","14950","","","","0"
"2014/2015","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","15345","","","","0"
"2015/2016","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","15766","","","","0"
"2016/2017","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","16042","","","","0"
"2017/2018","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","16477","","","","0"
"2018/2019","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","16856","","","","0"
"2019/2020","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","17893","","","","0"
"2020/2021","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","19844","","","","0"
"2021/2022","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","22261","","","","0"
"2022/2023","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","25050","","","","0"
"2023/2024","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","29687","","","","0"
"2024/2025","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","32505","","","","0"
"2006/2007","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","12219","","","","0"
"2007/2008","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","12337","","","","0"
"2008/2009","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","12717","","","","0"
"2009/2010","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","13622","","","","0"
"2010/2011","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","14462","","","","0"
"2011/2012","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","14581","","","","0"
"2012/2013","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","14575","","","","0"
"2013/2014","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","14950","","","","0"
"2014/2015","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","15339","","","","0"
"2015/2016","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","19030","","","","0"
"2016/2017","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","19445","","","","0"
"2017/2018","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","20243","","","","0"
"2018/2019","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","21868","","","","0"
"2019/2020","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","23528","","","","0"
"2020/2021","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","26282","","","","0"
"2021/2022","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","27642","","","","0"
"2022/2023","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","29839","","","","0"
"2023/2024","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","31606","","","","0"
"2024/2025","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","33487","","","","0"
"2006/2007","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","12374","","","","0"
"2007/2008","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","13577","","","","0"
"2008/2009","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","13993","","","","0"
"2009/2010","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","15635","","","","0"
"2010/2011","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","16991","","","","0"
"2011/2012","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","18932","","","","0"
"2012/2013","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","19682","","","","0"
"2013/2014","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","22449","","","","0"
"2014/2015","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","22396","","","","0"
"2015/2016","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","23296","","","","0"
"2016/2017","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","25797","","","","0"
"2017/2018","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","23816","","","","0"
"2018/2019","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","25203","","","","0"
"2019/2020","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","27375","","","","0"
"2020/2021","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","30777","","","","0"
"2021/2022","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","32227","","","","0"
"2022/2023","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","32900","","","","0"
"2023/2024","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","38417","","","","0"
"2024/2025","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","40758","","","","0"
"2006/2007","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","12865","","","","0"
"2007/2008","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","12445","","","","0"
"2008/2009","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","12761","","","","0"
"2009/2010","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","15240","","","","0"
"2010/2011","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","16485","","","","0"
"2011/2012","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","16980","","","","0"
"2012/2013","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","17569","","","","0"
"2013/2014","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","18624","","","","0"
"2014/2015","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","19491","","","","0"
"2015/2016","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","21238","","","","0"
"2016/2017","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","21647","","","","0"
"2017/2018","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","22126","","","","0"
"2018/2019","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","23464","","","","0"
"2019/2020","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","25030","","","","0"
"2020/2021","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","26325","","","","0"
"2021/2022","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","27148","","","","0"
"2022/2023","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","29073","","","","0"
"2023/2024","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","31171","","","","0"
"2024/2025","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","32578","","","","0"
"2006/2007","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","12780","","","","0"
"2007/2008","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","13262","","","","0"
"2008/2009","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","14401","","","","0"
"2009/2010","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","15906","","","","0"
"2010/2011","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","17437","","","","0"
"2011/2012","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","18611","","","","0"
"2012/2013","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","19477","","","","0"
"2013/2014","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","20762","","","","0"
"2014/2015","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","21248","","","","0"
"2015/2016","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","23119","","","","0"
"2016/2017","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","22838","","","","0"
"2017/2018","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","23743","","","","0"
"2018/2019","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","26478","","","","0"
"2019/2020","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","28172","","","","0"
"2020/2021","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","29769","","","","0"
"2021/2022","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","30331","","","","0"
"2022/2023","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","33676","","","","0"
"2023/2024","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","36842","","","","0"
"2024/2025","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","39306","","","","0"
"2006/2007","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","11117","","","","0"
"2007/2008","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","12079","","","","0"
"2008/2009","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","13247","","","","0"
"2009/2010","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","14960","","","","0"
"2010/2011","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","16277","","","","0"
"2011/2012","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","17097","","","","0"
"2012/2013","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","17999","","","","0"
"2013/2014","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","19317","","","","0"
"2014/2015","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","21856","","","","0"
"2015/2016","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","23235","","","","0"
"2016/2017","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","23907","","","","0"
"2017/2018","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","25472","","","","0"
"2018/2019","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","26906","","","","0"
"2019/2020","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","28794","","","","0"
"2020/2021","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","30307","","","","0"
"2021/2022","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","31673","","","","0"
"2022/2023","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","36205","","","","0"
"2023/2024","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","39666","","","","0"
"2024/2025","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","42409","","","","0"
"2006/2007","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","12172","","","","0"
"2007/2008","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","12766","","","","0"
"2008/2009","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","14006","","","","0"
"2009/2010","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","16041","","","","0"
"2010/2011","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","17441","","","","0"
"2011/2012","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","17681","","","","0"
"2012/2013","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","18314","","","","0"
"2013/2014","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","19357","","","","0"
"2014/2015","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","20940","","","","0"
"2015/2016","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","22216","","","","0"
"2016/2017","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","22668","","","","0"
"2017/2018","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","23365","","","","0"
"2018/2019","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","24550","","","","0"
"2019/2020","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","26222","","","","0"
"2020/2021","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","27824","","","","0"
"2021/2022","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","28874","","","","0"
"2022/2023","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","31560","","","","0"
"2023/2024","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","34063","","","","0"
"2024/2025","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","36231","","","","0"
"2006/2007","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","11743","","","","0"
"2007/2008","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","13169","","","","0"
"2008/2009","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","14332","","","","0"
"2009/2010","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","14563","","","","0"
"2010/2011","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","15580","","","","0"
"2011/2012","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","15680","","","","0"
"2012/2013","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","15611","","","","0"
"2013/2014","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","16125","","","","0"
"2014/2015","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","16913","","","","0"
"2015/2016","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","17441","","","","0"
"2016/2017","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","17199","","","","0"
"2017/2018","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","18111","","","","0"
"2018/2019","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","18385","","","","0"
"2019/2020","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","19566","","","","0"
"2020/2021","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","21329","","","","0"
"2021/2022","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","22228","","","","0"
"2022/2023","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","23172","","","","0"
"2023/2024","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","25474","","","","0"
"2024/2025","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","27211","","","","0"
"2006/2007","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","13275","","","","0"
"2007/2008","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","14673","","","","0"
"2008/2009","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","14958","","","","0"
"2009/2010","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","15337","","","","0"
"2010/2011","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","16147","","","","0"
"2011/2012","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","16246","","","","0"
"2012/2013","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","16237","","","","0"
"2013/2014","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","16634","","","","0"
"2014/2015","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","17026","","","","0"
"2015/2016","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","17492","","","","0"
"2016/2017","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","17746","","","","0"
"2017/2018","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","18225","","","","0"
"2018/2019","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","18738","","","","0"
"2019/2020","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","19826","","","","0"
"2020/2021","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","20759","","","","0"
"2021/2022","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","21808","","","","0"
"2022/2023","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","23212","","","","0"
"2023/2024","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","25159","","","","0"
"2024/2025","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","27149","","","","0"
"2007/2008","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","20242","","","","0"
"2008/2009","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","15937","","","","0"
"2009/2010","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","17018","","","","0"
"2010/2011","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","18314","","","","0"
"2011/2012","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","18969","","","","0"
"2012/2013","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","18969","","","","0"
"2013/2014","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","19474","","","","0"
"2014/2015","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","21136","","","","0"
"2015/2016","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","29533","","","","0"
"2016/2017","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","30570","","","","0"
"2017/2018","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","31396","","","","0"
"2018/2019","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","32244","","","","0"
"2019/2020","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","34226","","","","0"
