"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007/2008","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","","..","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","8800","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","11460","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","11460","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","8800","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","8800","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","11460","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","11460","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13998","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2007/2008","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13998","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542416","3.15","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542416","3.15","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542416","3.15","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542416","3.15","","..","","","0"
"2007/2008","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","43800","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","46108","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","47208","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","48341","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","49863","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","51070","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","52310","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","53060","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","56372","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","62282","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","63153","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","63751","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","66500","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","67830","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","69186","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2008/2009","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2010/2011","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","13998","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542417","3.18","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542417","3.18","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542417","3.18","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542417","3.18","","..","","","0"
"2006/2007","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","11000","","","","0"
"2007/2008","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","11845","","","","0"
"2008/2009","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","11038","","","","0"
"2009/2010","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","11091","","","","0"
"2010/2011","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","11091","","","","0"
"2011/2012","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","13851","","","","0"
"2012/2013","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","11867","","","","0"
"2013/2014","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","14218","","","","0"
"2014/2015","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","12590","","","","0"
"2015/2016","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","13087","","","","0"
"2016/2017","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","13834","","","","0"
"2017/2018","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","16639","","","","0"
"2018/2019","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","15520","","","","0"
"2019/2020","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","16650","","","","0"
"2020/2021","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","17589","","","","0"
"2021/2022","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","18648","","","","0"
"2007/2008","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","35000","","","","0"
"2008/2009","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","35000","","","","0"
"2009/2010","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","40000","","","","0"
"2010/2011","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","40000","","","","0"
"2011/2012","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","39739","","","","0"
"2012/2013","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","40000","","","","0"
"2013/2014","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","44000","","","","0"
"2014/2015","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","45320","","","","0"
"2015/2016","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","46680","","","","0"
"2016/2017","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","48080","","","","0"
"2017/2018","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","49522","","","","0"
"2018/2019","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","51008","","","","0"
"2019/2020","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","52538","","","","0"
"2020/2021","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","54114","","","","0"
"2021/2022","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","55738","","","","0"
"2006/2007","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","20268","","","","0"
"2007/2008","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","21078","","","","0"
"2008/2009","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","21078","","","","0"
"2009/2010","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","21078","","","","0"
"2010/2011","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","21078","","","","0"
"2011/2012","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","22931","","","","0"
"2012/2013","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","24075","","","","0"
"2013/2014","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","24802","","","","0"
"2014/2015","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","25878","","","","0"
"2015/2016","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","27003","","","","0"
"2016/2017","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","28179","","","","0"
"2017/2018","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","29410","","","","0"
"2018/2019","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","30294","","","","0"
"2019/2020","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","31940","","","","0"
"2020/2021","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","33633","","","","0"
"2021/2022","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","35376","","","","0"
"2007/2008","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","13120","","","","0"
"2008/2009","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","12580","","","","0"
"2009/2010","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","12691","","","","0"
"2010/2011","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","12691","","","","0"
"2011/2012","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","13109","","","","0"
"2012/2013","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","13684","","","","0"
"2013/2014","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","14052","","","","0"
"2014/2015","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","14336","","","","0"
"2015/2016","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","15144","","","","0"
"2016/2017","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","16020","","","","0"
"2017/2018","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","17042","","","","0"
"2018/2019","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","17596","","","","0"
"2019/2020","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","18270","","","","0"
"2020/2021","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","18710","","","","0"
"2021/2022","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","19490","","","","0"
"2007/2008","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","16296","","","","0"
"2008/2009","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2009/2010","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2010/2011","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2015/2016","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2018/2019","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2019/2020","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","23132","","","","0"
"2020/2021","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
