"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010/2011","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","11460","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","11460","","","","0"
"2006/2007","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8780","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","11460","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","11460","","","","0"
"2006/2007","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8780","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","11460","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","11460","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Law","Current dollars","75","units","0","v1073542408","2.5","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Law","Current dollars","75","units","0","v1073542408","2.5","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Law","Current dollars","75","units","0","v1073542408","2.5","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Law","Current dollars","75","units","0","v1073542408","2.5","","..","","","0"
"2006/2007","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8780","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","9680","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","9680","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","9680","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","12606","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","12606","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","12606","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","12606","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Architecture","Current dollars","75","units","0","v1073542409","2.10","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Architecture","Current dollars","75","units","0","v1073542409","2.10","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Architecture","Current dollars","75","units","0","v1073542409","2.10","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Architecture","Current dollars","75","units","0","v1073542409","2.10","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2008/2009","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2010/2011","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","14073","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","12216","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","12715","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15312","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15632","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15948","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2010/2011","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13998","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13998","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13998","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","8970","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","8760","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","8940","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","9884","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","10034","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","10624","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","11150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","11600","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","11948","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","12312","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","12682","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13062","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13326","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13590","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13860","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13998","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2006/2007","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","9576","","","","0"
"2007/2008","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","9391","","","","0"
"2008/2009","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","10130","","","","0"
"2009/2010","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","8525","","","","0"
"2010/2011","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","8525","","","","0"
"2011/2012","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","8394","","","","0"
"2012/2013","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","13528","","","","0"
"2013/2014","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","13752","","","","0"
"2014/2015","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","13349","","","","0"
"2015/2016","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","11838","","","","0"
"2016/2017","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","12268","","","","0"
"2017/2018","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","13515","","","","0"
"2018/2019","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","14739","","","","0"
"2019/2020","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","15254","","","","0"
"2020/2021","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","15539","","","","0"
"2021/2022","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","16309","","","","0"
"2006/2007","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","12506","","","","0"
"2007/2008","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","12402","","","","0"
"2008/2009","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","12358","","","","0"
"2009/2010","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","12303","","","","0"
"2010/2011","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","12303","","","","0"
"2011/2012","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","12683","","","","0"
"2012/2013","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","13007","","","","0"
"2013/2014","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","13547","","","","0"
"2014/2015","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","13983","","","","0"
"2015/2016","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","14371","","","","0"
"2016/2017","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","15731","","","","0"
"2017/2018","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","17192","","","","0"
"2018/2019","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","18737","","","","0"
"2019/2020","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","19361","","","","0"
"2020/2021","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","19552","","","","0"
"2021/2022","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","20157","","","","0"
"2006/2007","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","12023","","","","0"
"2007/2008","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","12071","","","","0"
"2008/2009","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","12242","","","","0"
"2009/2010","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","12193","","","","0"
"2010/2011","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","12193","","","","0"
"2011/2012","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","12668","","","","0"
"2012/2013","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","13159","","","","0"
"2013/2014","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","13568","","","","0"
"2014/2015","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","13893","","","","0"
"2015/2016","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","14588","","","","0"
"2016/2017","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","15223","","","","0"
"2017/2018","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","15818","","","","0"
"2018/2019","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","16689","","","","0"
"2019/2020","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","17492","","","","0"
"2020/2021","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","18499","","","","0"
"2021/2022","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","19029","","","","0"
